1.000000000000000021e-03, 1.039070029445323673e+00, 0.000000000000000000e+00, 3.534870698606471016e-26, 5.915981598372731199e-04, 1.860954494145533911e-36, 3.755625517771973040e-04
1.011983967935871781e-01, 1.038882858514492469e+00, -3.707341032383756983e-03, 1.513306051446129544e-03, 2.988212205945379313e-02, 1.922900063228414648e-03, 3.800621306247770059e-02
2.013967935871743553e-01, 1.038325292962133384e+00, -7.435987649652688221e-03, 5.978404560363030813e-03, 5.916813003885269817e-02, 7.616229339455907361e-03, 7.563352217094233831e-02
3.015951903807615464e-01, 1.037389005836814704e+00, -1.127526309544676746e-02, 1.335046475372005451e-02, 8.785748507443916222e-02, 1.707899010012716920e-02, 1.132410595118954894e-01
4.017935871743487097e-01, 1.036060485696615796e+00, -1.527225696494403928e-02, 2.355517540044211461e-02, 1.156614634993839846e-01, 3.030737920265151597e-02, 1.507873794720317184e-01
5.019919839679358731e-01, 1.034321948465753316e+00, -1.946475805210394483e-02, 3.648972796287373865e-02, 1.423006599463544630e-01, 4.729175457911173608e-02, 1.881958935261034138e-01
6.021903807615230919e-01, 1.032152386718863779e+00, -2.387897600885361196e-02, 5.202396585523450662e-02, 1.675093026943713925e-01, 6.801271408203880819e-02, 2.253473834492124850e-01
7.023887775551101997e-01, 1.029528822399670585e+00, -2.852779942731704585e-02, 7.000197252993327346e-02, 1.910397685358372621e-01, 9.243658244091830511e-02, 2.620757588411270489e-01
8.025871743486974186e-01, 1.026427700864797288e+00, -3.340973234912538586e-02, 9.024413248684580446e-02, 2.126674773585689737e-01, 1.205106531993930807e-01, 2.981674545416360123e-01
9.027855711422846374e-01, 1.022826354448551855e+00, -3.850857770947202496e-02, 1.125496942399453471e-01, 2.321959733804438986e-01, 1.521585596524179518e-01, 3.333646087436380467e-01
1.002983967935871634e+00, 1.018704459170927112e+00, -4.379389072866902988e-02, 1.366998398769398437e-01, 2.494619003635534238e-01, 1.872761490680895369e-01, 3.673718840000959052e-01
1.103182364729458742e+00, 1.014045408249989899e+00, -4.922217807400478679e-02, 1.624612331929892184e-01, 2.643395168531207373e-01, 2.257282065212636302e-01, 3.998665125902514106e-01
1.203380761523046072e+00, 1.008837530922226611e+00, -5.473877044032283284e-02, 1.895899815201310123e-01, 2.767443767338377825e-01, 2.673463195359560562e-01, 4.305108905428408628e-01
1.303579158316633180e+00, 1.003075094633081976e+00, -6.028025098272805221e-02, 2.178359096792167326e-01, 2.866358249719196394e-01, 3.119280961415111797e-01, 4.589668378183596742e-01
1.403777555110220288e+00, 9.967590424067945820e-01, -6.577728442338215409e-02, 2.469470125083473577e-01, 2.940180274389420090e-01, 3.592378531800258235e-01, 4.849105096136302473e-01
1.503975951903807617e+00, 9.898974341552817524e-01, -7.115766595983119558e-02, 2.766739293113771869e-01, 2.989393598645686545e-01, 4.090087871129949870e-01, 5.080469021749056679e-01
1.604174348697394725e+00, 9.825055794757696637e-01, -7.634939847201933916e-02, 3.067742724339822535e-01, 3.014901113056265292e-01, 4.609465356816359605e-01, 5.281229519815832107e-01
1.704372745490981833e+00, 9.746058685222453999e-01, -8.128361230984508523e-02, 3.370166446272425120e-01, 3.017985954980436647e-01, 5.147339450942417516e-01, 5.449383734636146226e-01
1.804571142284569163e+00, 9.662273251916834171e-01, -8.589716339323041905e-02, 3.671841957861927130e-01, 3.000258916270346909e-01, 5.700367822335327128e-01, 5.583535995420533249e-01
1.904769539078156271e+00, 9.574049216955909936e-01, -9.013477971516493936e-02, 3.970775972676260368e-01, 2.963595389369225730e-01, 6.265100806998841199e-01, 5.682944542292474033e-01
2.004967935871743379e+00, 9.481787045025454885e-01, -9.395066930737652755e-02, 4.265173481647790421e-01, 2.910065761243023075e-01, 6.838047863575268392e-01, 5.747534656829130784e-01
2.105166332665330486e+00, 9.385927880279163471e-01, -9.730954919893641808e-02, 4.553453686894062824e-01, 2.841863413948593209e-01, 7.415743722686807260e-01, 5.777879903147653540e-01
2.205364729458917594e+00, 9.286942742208100787e-01, -1.001870997733262381e-01, 4.834258770141808270e-01, 2.761234333326361146e-01, 7.994811214210184591e-01, 5.775155377174941984e-01
2.305563126252505146e+00, 9.185321537416810678e-01, -1.025698878681226278e-01, 5.106455837585510693e-01, 2.670411825432187358e-01, 8.572018231971265667e-01, 5.741068445645907126e-01
2.405761523046092254e+00, 9.081562384972500235e-01, -1.044548319036977674e-01, 5.369132697780150121e-01, 2.571559092366481614e-01, 9.144326895328502847e-01, 5.677773353579405047e-01
2.505959919839679362e+00, 8.976161668938215099e-01, -1.058483017325609621e-01, 5.621588361435778669e-01, 2.466721539692752208e-01, 9.708933622889489579e-01, 5.587776305028749890e-01
2.606158316633266470e+00, 8.869605133564402166e-01, -1.067649547010886407e-01, 5.863319294246062130e-01, 2.357789787957282335e-01, 1.026329948198491548e+00, 5.473837268419682323e-01
2.706356713426853577e+00, 8.762360234537529546e-01, -1.072264087462518056e-01, 6.094002508975534527e-01, 2.246473533898556141e-01, 1.080517076720508340e+00, 5.338873965542280109e-01
2.806555110220440685e+00, 8.654869862233670608e-01, -1.072598451550510201e-01, 6.313476561781637963e-01, 2.134285718521997388e-01, 1.133259025633681860e+00, 5.185872433353475586e-01
